FILE NAME                 | TIER TYPE       | START TIME (sec)   | END TIME (sec)     | TEXT / SOUND   
nXSy.TextGrid             | WORDS           | 2.5700             | 2.7800             | i              
nXSy.TextGrid             | WORDS           | 2.7800             | 3.4300             | pay            
nXSy.TextGrid             | WORDS           | 3.4300             | 3.5800             | by             
nXSy.TextGrid             | WORDS           | 3.5800             | 3.9700             | cheque         
nXSy.TextGrid             | PHONES          | 0.7200             | 0.8200             | AY1            
nXSy.TextGrid             | PHONES          | 0.8200             | 0.9100             | SH             
nXSy.TextGrid             | PHONES          | 0.9100             | 0.9700             | UH1            
nXSy.TextGrid             | PHONES          | 0.9700             | 1.0700             | D              
nXSy.TextGrid             | PHONES          | 1.0700             | 1.1100             | TH             
nXSy.TextGrid             | PHONES          | 1.1100             | 1.1400             | IH1            
nXSy.TextGrid             | PHONES          | 1.1400             | 1.2000             | NG             
nXSy.TextGrid             | PHONES          | 1.2000             | 1.2300             | K              
nXSy.TextGrid             | PHONES          | 1.2300             | 1.3300             | S              
nXSy.TextGrid             | PHONES          | 1.3300             | 1.5600             | OW1            
nXSy.TextGrid             | PHONES          | 1.6100             | 1.7200             | AE1            
nXSy.TextGrid             | PHONES          | 1.7200             | 1.7700             | T              
nXSy.TextGrid             | PHONES          | 1.7700             | 1.8400             | T              
nXSy.TextGrid             | PHONES          | 1.8400             | 1.8700             | W              
nXSy.TextGrid             | PHONES          | 1.8700             | 1.9000             | EH1            
nXSy.TextGrid             | PHONES          | 1.9000             | 1.9300             | L              
nXSy.TextGrid             | PHONES          | 1.9300             | 1.9800             | V              
nXSy.TextGrid             | PHONES          | 2.1100             | 2.1400             | P              
nXSy.TextGrid             | PHONES          | 2.1400             | 2.1700             | AW1            
nXSy.TextGrid             | PHONES          | 2.1700             | 2.2000             | N              
nXSy.TextGrid             | PHONES          | 2.2000             | 2.2300             | Z              
nXSy.TextGrid             | PHONES          | 2.2800             | 2.3400             | K              
nXSy.TextGrid             | PHONES          | 2.3400             | 2.4800             | AH0            
nXSy.TextGrid             | PHONES          | 2.4800             | 2.5700             | N              
nXSy.TextGrid             | PHONES          | 2.5700             | 2.7800             | AY1            
nXSy.TextGrid             | PHONES          | 2.7800             | 3.1300             | P              
nXSy.TextGrid             | PHONES          | 3.1300             | 3.4300             | EY1            
nXSy.TextGrid             | PHONES          | 3.4300             | 3.4800             | B              
nXSy.TextGrid             | PHONES          | 3.4800             | 3.5800             | AY1            
nXSy.TextGrid             | PHONES          | 3.5800             | 3.6900             | CH             
nXSy.TextGrid             | PHONES          | 3.6900             | 3.9300             | EH2            
nXSy.TextGrid             | PHONES          | 3.9300             | 3.9700             | K              


nXxr.TextGrid             | WORDS           | 0.5600             | 0.9300             | tab            
nXxr.TextGrid             | PHONES          | 0.5600             | 0.5900             | T              
nXxr.TextGrid             | PHONES          | 0.5900             | 0.8100             | AE1            
nXxr.TextGrid             | PHONES          | 0.8100             | 0.9300             | B              


nc3g.TextGrid             | WORDS           | 0.2600             | 0.7400             | lift           
nc3g.TextGrid             | WORDS           | 0.7400             | 1.1500             | boy            
nc3g.TextGrid             | PHONES          | 0.2600             | 0.3500             | L              
nc3g.TextGrid             | PHONES          | 0.3500             | 0.4200             | IH1            
nc3g.TextGrid             | PHONES          | 0.4200             | 0.5900             | F              
nc3g.TextGrid             | PHONES          | 0.5900             | 0.7400             | T              
nc3g.TextGrid             | PHONES          | 0.7400             | 0.7800             | B              
nc3g.TextGrid             | PHONES          | 0.7800             | 1.1500             | OY1            


ndv8.TextGrid             | WORDS           | 0.6400             | 1.2600             | pride          
ndv8.TextGrid             | PHONES          | 0.6400             | 0.6700             | P              
ndv8.TextGrid             | PHONES          | 0.6700             | 0.7300             | R              
ndv8.TextGrid             | PHONES          | 0.7300             | 0.9700             | AY1            
ndv8.TextGrid             | PHONES          | 0.9700             | 1.2600             | D              


ng08.TextGrid             | WORDS           | 0.3800             | 1.0100             | offence        
ng08.TextGrid             | PHONES          | 0.3800             | 0.4400             | AH0            
ng08.TextGrid             | PHONES          | 0.4400             | 0.5500             | F              
ng08.TextGrid             | PHONES          | 0.5500             | 0.6400             | EH1            
ng08.TextGrid             | PHONES          | 0.6400             | 0.7700             | N              
ng08.TextGrid             | PHONES          | 0.7700             | 1.0100             | S              


nlBN.TextGrid             | WORDS           | 0.3100             | 0.5600             | red            
nlBN.TextGrid             | WORDS           | 0.5600             | 0.9400             | gate           
nlBN.TextGrid             | PHONES          | 0.3100             | 0.3400             | R              
nlBN.TextGrid             | PHONES          | 0.3400             | 0.4400             | EH1            
nlBN.TextGrid             | PHONES          | 0.4400             | 0.5600             | D              
nlBN.TextGrid             | PHONES          | 0.5600             | 0.6200             | G              
nlBN.TextGrid             | PHONES          | 0.6200             | 0.7600             | EY1            
nlBN.TextGrid             | PHONES          | 0.7600             | 0.9400             | T              


nlUX.TextGrid             | WORDS           | 0.3000             | 0.5300             | hope           
nlUX.TextGrid             | WORDS           | 0.5300             | 0.6300             | to             
nlUX.TextGrid             | WORDS           | 0.6300             | 0.7800             | see            
nlUX.TextGrid             | WORDS           | 0.7800             | 0.9500             | you            
nlUX.TextGrid             | WORDS           | 0.9500             | 1.2900             | again          
nlUX.TextGrid             | PHONES          | 0.3000             | 0.3300             | HH             
nlUX.TextGrid             | PHONES          | 0.3300             | 0.4200             | OW1            
nlUX.TextGrid             | PHONES          | 0.4200             | 0.5300             | P              
nlUX.TextGrid             | PHONES          | 0.5300             | 0.5700             | T              
nlUX.TextGrid             | PHONES          | 0.5700             | 0.6300             | UW1            
nlUX.TextGrid             | PHONES          | 0.6300             | 0.7500             | S              
nlUX.TextGrid             | PHONES          | 0.7500             | 0.7800             | IY1            
nlUX.TextGrid             | PHONES          | 0.7800             | 0.8400             | Y              
nlUX.TextGrid             | PHONES          | 0.8400             | 0.9500             | UW1            
nlUX.TextGrid             | PHONES          | 0.9500             | 1.0100             | AH0            
nlUX.TextGrid             | PHONES          | 1.0100             | 1.0800             | G              
nlUX.TextGrid             | PHONES          | 1.0800             | 1.1700             | EH1            
nlUX.TextGrid             | PHONES          | 1.1700             | 1.2900             | N              


nnpb.TextGrid             | WORDS           | 0.2700             | 0.7600             | try            
nnpb.TextGrid             | PHONES          | 0.2700             | 0.3700             | T              
nnpb.TextGrid             | PHONES          | 0.3700             | 0.4100             | R              
nnpb.TextGrid             | PHONES          | 0.4100             | 0.7600             | AY1            


non1.TextGrid             | WORDS           | 0.3100             | 0.8300             | white          
non1.TextGrid             | PHONES          | 0.3100             | 0.3500             | HH             
non1.TextGrid             | PHONES          | 0.3500             | 0.4000             | W              
non1.TextGrid             | PHONES          | 0.4000             | 0.5400             | AY1            
non1.TextGrid             | PHONES          | 0.5400             | 0.8300             | T              


npsy.TextGrid             | WORDS           | 0.2700             | 0.4600             | i              
npsy.TextGrid             | WORDS           | 0.4600             | 0.8000             | must           
npsy.TextGrid             | WORDS           | 0.8000             | 0.9800             | tell           
npsy.TextGrid             | WORDS           | 0.9800             | 1.1700             | him            
npsy.TextGrid             | PHONES          | 0.2700             | 0.4600             | AY1            
npsy.TextGrid             | PHONES          | 0.4600             | 0.5700             | M              
npsy.TextGrid             | PHONES          | 0.5700             | 0.6300             | AH1            
npsy.TextGrid             | PHONES          | 0.6300             | 0.7400             | S              
npsy.TextGrid             | PHONES          | 0.7400             | 0.8000             | T              
npsy.TextGrid             | PHONES          | 0.8000             | 0.8500             | T              
npsy.TextGrid             | PHONES          | 0.8500             | 0.9000             | EH1            
npsy.TextGrid             | PHONES          | 0.9000             | 0.9800             | L              
npsy.TextGrid             | PHONES          | 0.9800             | 1.0300             | IH0            
npsy.TextGrid             | PHONES          | 1.0300             | 1.1700             | M              


ntyz.TextGrid             | WORDS           | 0.5100             | 1.0400             | edge           
ntyz.TextGrid             | PHONES          | 0.5100             | 0.7500             | EH1            
ntyz.TextGrid             | PHONES          | 0.7500             | 1.0400             | JH             


nwYl.TextGrid             | WORDS           | 0.3700             | 0.7500             | jump           
nwYl.TextGrid             | PHONES          | 0.3700             | 0.4700             | JH             
nwYl.TextGrid             | PHONES          | 0.4700             | 0.5900             | AH1            
nwYl.TextGrid             | PHONES          | 0.5900             | 0.7000             | M              
nwYl.TextGrid             | PHONES          | 0.7000             | 0.7500             | P              


nxkB.TextGrid             | WORDS           | 0.2900             | 0.7400             | so             
nxkB.TextGrid             | PHONES          | 0.2900             | 0.4300             | S              
nxkB.TextGrid             | PHONES          | 0.4300             | 0.7400             | OW1            


nyZk.TextGrid             | WORDS           | 0.5200             | 1.0900             | gin            
nyZk.TextGrid             | PHONES          | 0.5200             | 0.6000             | JH             
nyZk.TextGrid             | PHONES          | 0.6000             | 0.7100             | IH1            
nyZk.TextGrid             | PHONES          | 0.7100             | 1.0900             | N              


o0gk.TextGrid             | WORDS           | 0.3200             | 0.7400             | post           
o0gk.TextGrid             | PHONES          | 0.3200             | 0.3800             | P              
o0gk.TextGrid             | PHONES          | 0.3800             | 0.4900             | OW1            
o0gk.TextGrid             | PHONES          | 0.4900             | 0.6100             | S              
o0gk.TextGrid             | PHONES          | 0.6100             | 0.7400             | T              


o29w.TextGrid             | WORDS           | 0.8400             | 1.5500             | sniffing       
o29w.TextGrid             | PHONES          | 0.8400             | 0.9600             | S              
o29w.TextGrid             | PHONES          | 0.9600             | 1.0300             | N              
o29w.TextGrid             | PHONES          | 1.0300             | 1.1000             | IH1            
o29w.TextGrid             | PHONES          | 1.1000             | 1.2100             | F              
o29w.TextGrid             | PHONES          | 1.2100             | 1.3000             | IH0            
o29w.TextGrid             | PHONES          | 1.3000             | 1.5500             | NG             


o2aQ.TextGrid             | WORDS           | 0.8800             | 1.4900             | sometimes      
o2aQ.TextGrid             | WORDS           | 1.4900             | 1.6200             | in             
o2aQ.TextGrid             | WORDS           | 1.6200             | 1.9800             | summer         
o2aQ.TextGrid             | WORDS           | 1.9800             | 2.1400             | we             
o2aQ.TextGrid             | WORDS           | 2.1400             | 2.2500             | get            
o2aQ.TextGrid             | WORDS           | 2.2500             | 2.6800             | off            
o2aQ.TextGrid             | WORDS           | 2.6800             | 2.7700             | the            
o2aQ.TextGrid             | WORDS           | 2.7700             | 3.0800             | bus            
o2aQ.TextGrid             | WORDS           | 3.0800             | 3.2200             | and            
o2aQ.TextGrid             | WORDS           | 3.2200             | 3.4200             | run            
o2aQ.TextGrid             | WORDS           | 3.4200             | 3.6600             | home           
o2aQ.TextGrid             | WORDS           | 3.6600             | 3.7400             | to             
o2aQ.TextGrid             | WORDS           | 3.7400             | 4.1100             | jump           
o2aQ.TextGrid             | WORDS           | 4.4500             | 4.6000             | in             
o2aQ.TextGrid             | WORDS           | 4.6000             | 4.6800             | the            
o2aQ.TextGrid             | WORDS           | 4.6800             | 5.0500             | pool           
o2aQ.TextGrid             | PHONES          | 0.8800             | 1.0100             | S              
o2aQ.TextGrid             | PHONES          | 1.0100             | 1.0500             | AH1            
o2aQ.TextGrid             | PHONES          | 1.0500             | 1.1400             | M              
o2aQ.TextGrid             | PHONES          | 1.1400             | 1.1900             | T              
o2aQ.TextGrid             | PHONES          | 1.1900             | 1.3200             | AY2            
o2aQ.TextGrid             | PHONES          | 1.3200             | 1.4000             | M              
o2aQ.TextGrid             | PHONES          | 1.4000             | 1.4900             | Z              
o2aQ.TextGrid             | PHONES          | 1.4900             | 1.5300             | IH0            
o2aQ.TextGrid             | PHONES          | 1.5300             | 1.6200             | N              
o2aQ.TextGrid             | PHONES          | 1.6200             | 1.7000             | S              
o2aQ.TextGrid             | PHONES          | 1.7000             | 1.7900             | AH1            
o2aQ.TextGrid             | PHONES          | 1.7900             | 1.8700             | M              
o2aQ.TextGrid             | PHONES          | 1.8700             | 1.9800             | ER0            
o2aQ.TextGrid             | PHONES          | 1.9800             | 2.0700             | W              
o2aQ.TextGrid             | PHONES          | 2.0700             | 2.1400             | IY1            
o2aQ.TextGrid             | PHONES          | 2.1400             | 2.1900             | G              
o2aQ.TextGrid             | PHONES          | 2.1900             | 2.2200             | EH1            
o2aQ.TextGrid             | PHONES          | 2.2200             | 2.2500             | T              
o2aQ.TextGrid             | PHONES          | 2.2500             | 2.5600             | AO1            
o2aQ.TextGrid             | PHONES          | 2.5600             | 2.6800             | F              
o2aQ.TextGrid             | PHONES          | 2.6800             | 2.7400             | DH             
o2aQ.TextGrid             | PHONES          | 2.7400             | 2.7700             | AH0            
o2aQ.TextGrid             | PHONES          | 2.7700             | 2.8500             | B              
o2aQ.TextGrid             | PHONES          | 2.8500             | 2.9500             | AH1            
o2aQ.TextGrid             | PHONES          | 2.9500             | 3.0800             | S              
o2aQ.TextGrid             | PHONES          | 3.0800             | 3.1200             | AH0            
o2aQ.TextGrid             | PHONES          | 3.1200             | 3.1700             | N              
o2aQ.TextGrid             | PHONES          | 3.1700             | 3.2200             | D              
o2aQ.TextGrid             | PHONES          | 3.2200             | 3.2500             | R              
o2aQ.TextGrid             | PHONES          | 3.2500             | 3.3900             | AH1            
o2aQ.TextGrid             | PHONES          | 3.3900             | 3.4200             | N              
o2aQ.TextGrid             | PHONES          | 3.4200             | 3.5300             | HH             
o2aQ.TextGrid             | PHONES          | 3.5300             | 3.6100             | OW1            
o2aQ.TextGrid             | PHONES          | 3.6100             | 3.6600             | M              
o2aQ.TextGrid             | PHONES          | 3.6600             | 3.7000             | T              
o2aQ.TextGrid             | PHONES          | 3.7000             | 3.7400             | AH0            
o2aQ.TextGrid             | PHONES          | 3.7400             | 3.8500             | JH             
o2aQ.TextGrid             | PHONES          | 3.8500             | 3.9500             | AH1            
o2aQ.TextGrid             | PHONES          | 3.9500             | 4.0500             | M              
o2aQ.TextGrid             | PHONES          | 4.0500             | 4.1100             | P              
o2aQ.TextGrid             | PHONES          | 4.4500             | 4.5200             | IH0            
o2aQ.TextGrid             | PHONES          | 4.5200             | 4.6000             | N              
o2aQ.TextGrid             | PHONES          | 4.6000             | 4.6500             | DH             
o2aQ.TextGrid             | PHONES          | 4.6500             | 4.6800             | AH0            
o2aQ.TextGrid             | PHONES          | 4.6800             | 4.8100             | P              
o2aQ.TextGrid             | PHONES          | 4.8100             | 4.9500             | UW1            
o2aQ.TextGrid             | PHONES          | 4.9500             | 5.0500             | L              


o67h.TextGrid             | WORDS           | 0.2800             | 0.3800             | the            
o67h.TextGrid             | WORDS           | 0.3800             | 0.9100             | pig            
o67h.TextGrid             | WORDS           | 0.9400             | 1.1100             | is             
o67h.TextGrid             | WORDS           | 1.1100             | 1.4400             | licking        
o67h.TextGrid             | WORDS           | 1.4400             | 1.5500             | the            
o67h.TextGrid             | WORDS           | 1.5500             | 1.9300             | rubbish        
o67h.TextGrid             | WORDS           | 1.9300             | 2.1900             | bin            
o67h.TextGrid             | PHONES          | 0.2800             | 0.3400             | DH             
o67h.TextGrid             | PHONES          | 0.3400             | 0.3800             | AH0            
o67h.TextGrid             | PHONES          | 0.3800             | 0.5200             | P              
o67h.TextGrid             | PHONES          | 0.5200             | 0.6300             | IH1            
o67h.TextGrid             | PHONES          | 0.6300             | 0.9100             | G              
o67h.TextGrid             | PHONES          | 0.9400             | 1.0100             | IH1            
o67h.TextGrid             | PHONES          | 1.0100             | 1.1100             | Z              
o67h.TextGrid             | PHONES          | 1.1100             | 1.1600             | L              
o67h.TextGrid             | PHONES          | 1.1600             | 1.2400             | IH1            
o67h.TextGrid             | PHONES          | 1.2400             | 1.3400             | K              
o67h.TextGrid             | PHONES          | 1.3400             | 1.3700             | IH0            
o67h.TextGrid             | PHONES          | 1.3700             | 1.4400             | NG             
o67h.TextGrid             | PHONES          | 1.4400             | 1.4800             | DH             
o67h.TextGrid             | PHONES          | 1.4800             | 1.5500             | AH0            
o67h.TextGrid             | PHONES          | 1.5500             | 1.6200             | R              
o67h.TextGrid             | PHONES          | 1.6200             | 1.6800             | AH1            
o67h.TextGrid             | PHONES          | 1.6800             | 1.7800             | B              
o67h.TextGrid             | PHONES          | 1.7800             | 1.8200             | IH0            
o67h.TextGrid             | PHONES          | 1.8200             | 1.9300             | SH             
o67h.TextGrid             | PHONES          | 1.9300             | 2.0100             | B              
o67h.TextGrid             | PHONES          | 2.0100             | 2.0800             | IH1            
o67h.TextGrid             | PHONES          | 2.0800             | 2.1900             | N              


o78d.TextGrid             | WORDS           | 0.5100             | 0.6100             | they           
o78d.TextGrid             | WORDS           | 0.6100             | 0.8700             | make           
o78d.TextGrid             | WORDS           | 0.9500             | 1.2100             | us             
o78d.TextGrid             | WORDS           | 1.2100             | 2.0900             | conformists    
o78d.TextGrid             | WORDS           | 2.1600             | 2.4100             | look           
o78d.TextGrid             | WORDS           | 2.4100             | 2.7300             | good           
o78d.TextGrid             | PHONES          | 0.5100             | 0.5600             | DH             
o78d.TextGrid             | PHONES          | 0.5600             | 0.6100             | EY1            
o78d.TextGrid             | PHONES          | 0.6100             | 0.7000             | M              
o78d.TextGrid             | PHONES          | 0.7000             | 0.8200             | EY1            
o78d.TextGrid             | PHONES          | 0.8200             | 0.8700             | K              
o78d.TextGrid             | PHONES          | 0.9500             | 1.0600             | AH1            
o78d.TextGrid             | PHONES          | 1.0600             | 1.2100             | S              
o78d.TextGrid             | PHONES          | 1.2100             | 1.3500             | K              
o78d.TextGrid             | PHONES          | 1.3500             | 1.4300             | AH0            
o78d.TextGrid             | PHONES          | 1.4300             | 1.5000             | N              
o78d.TextGrid             | PHONES          | 1.5000             | 1.5900             | F              
o78d.TextGrid             | PHONES          | 1.5900             | 1.6600             | AO1            
o78d.TextGrid             | PHONES          | 1.6600             | 1.7000             | R              
o78d.TextGrid             | PHONES          | 1.7000             | 1.7800             | M              
o78d.TextGrid             | PHONES          | 1.7800             | 1.8400             | AH0            
o78d.TextGrid             | PHONES          | 1.8400             | 1.9700             | S              
o78d.TextGrid             | PHONES          | 1.9700             | 2.0000             | T              
o78d.TextGrid             | PHONES          | 2.0000             | 2.0900             | S              
o78d.TextGrid             | PHONES          | 2.1600             | 2.2600             | L              
o78d.TextGrid             | PHONES          | 2.2600             | 2.3400             | UH1            
o78d.TextGrid             | PHONES          | 2.3400             | 2.4100             | K              
o78d.TextGrid             | PHONES          | 2.4100             | 2.4900             | G              
o78d.TextGrid             | PHONES          | 2.4900             | 2.5700             | UH1            
o78d.TextGrid             | PHONES          | 2.5700             | 2.7300             | D              


o7Pq.TextGrid             | WORDS           | 0.3300             | 0.8100             | panel          
o7Pq.TextGrid             | PHONES          | 0.3300             | 0.3700             | P              
o7Pq.TextGrid             | PHONES          | 0.3700             | 0.4800             | AE1            
o7Pq.TextGrid             | PHONES          | 0.4800             | 0.7100             | N              
o7Pq.TextGrid             | PHONES          | 0.7100             | 0.7400             | AH0            
o7Pq.TextGrid             | PHONES          | 0.7400             | 0.8100             | L              


oCtu.TextGrid             | WORDS           | 0.2800             | 0.4600             | it             
oCtu.TextGrid             | WORDS           | 0.4600             | 0.6200             | was            
oCtu.TextGrid             | WORDS           | 0.6200             | 1.0500             | smoother       
oCtu.TextGrid             | WORDS           | 1.0500             | 1.2400             | than           
oCtu.TextGrid             | WORDS           | 1.2400             | 1.5000             | this           
oCtu.TextGrid             | WORDS           | 1.5000             | 1.7600             | one            
oCtu.TextGrid             | PHONES          | 0.2800             | 0.3400             | IH1            
oCtu.TextGrid             | PHONES          | 0.3400             | 0.4600             | T              
oCtu.TextGrid             | PHONES          | 0.4600             | 0.5100             | W              
oCtu.TextGrid             | PHONES          | 0.5100             | 0.5600             | AH1            
oCtu.TextGrid             | PHONES          | 0.5600             | 0.6200             | Z              
oCtu.TextGrid             | PHONES          | 0.6200             | 0.6800             | S              
oCtu.TextGrid             | PHONES          | 0.6800             | 0.7400             | M              
oCtu.TextGrid             | PHONES          | 0.7400             | 0.8700             | UW1            
oCtu.TextGrid             | PHONES          | 0.8700             | 0.9300             | DH             
oCtu.TextGrid             | PHONES          | 0.9300             | 1.0500             | ER0            
oCtu.TextGrid             | PHONES          | 1.0500             | 1.1000             | DH             
oCtu.TextGrid             | PHONES          | 1.1000             | 1.1600             | AH0            
oCtu.TextGrid             | PHONES          | 1.1600             | 1.2400             | N              
oCtu.TextGrid             | PHONES          | 1.2400             | 1.2900             | DH             
oCtu.TextGrid             | PHONES          | 1.2900             | 1.3500             | IH1            
oCtu.TextGrid             | PHONES          | 1.3500             | 1.5000             | S              
oCtu.TextGrid             | PHONES          | 1.5000             | 1.5500             | W              
oCtu.TextGrid             | PHONES          | 1.5500             | 1.6000             | AH1            
oCtu.TextGrid             | PHONES          | 1.6000             | 1.7600             | N              


oGgr.TextGrid             | WORDS           | 0.2400             | 0.8900             | buyer          
oGgr.TextGrid             | PHONES          | 0.2400             | 0.3200             | B              
oGgr.TextGrid             | PHONES          | 0.3200             | 0.4600             | AY1            
oGgr.TextGrid             | PHONES          | 0.4600             | 0.8900             | ER0            


oHj8.TextGrid             | WORDS           | 0.3600             | 0.8900             | short          
oHj8.TextGrid             | PHONES          | 0.3600             | 0.5900             | SH             
oHj8.TextGrid             | PHONES          | 0.5900             | 0.6800             | AO1            
oHj8.TextGrid             | PHONES          | 0.6800             | 0.7400             | R              
oHj8.TextGrid             | PHONES          | 0.7400             | 0.8900             | T              


oJ8P.TextGrid             | WORDS           | 0.3300             | 0.8900             | permanent      
oJ8P.TextGrid             | PHONES          | 0.3300             | 0.3600             | P              
oJ8P.TextGrid             | PHONES          | 0.3600             | 0.4800             | ER1            
oJ8P.TextGrid             | PHONES          | 0.4800             | 0.5400             | M              
oJ8P.TextGrid             | PHONES          | 0.5400             | 0.5800             | AH0            
oJ8P.TextGrid             | PHONES          | 0.5800             | 0.6300             | N              
oJ8P.TextGrid             | PHONES          | 0.6300             | 0.6800             | AH0            
oJ8P.TextGrid             | PHONES          | 0.6800             | 0.7900             | N              
oJ8P.TextGrid             | PHONES          | 0.7900             | 0.8900             | T              


oOrz.TextGrid             | WORDS           | 0.4000             | 1.1000             | skewed         
oOrz.TextGrid             | PHONES          | 0.4000             | 0.5100             | S              
oOrz.TextGrid             | PHONES          | 0.5100             | 0.6200             | K              
oOrz.TextGrid             | PHONES          | 0.6200             | 0.6700             | Y              
oOrz.TextGrid             | PHONES          | 0.6700             | 0.8200             | UW1            
oOrz.TextGrid             | PHONES          | 0.8200             | 1.1000             | D              


oSN4.TextGrid             | WORDS           | 0.6700             | 1.1800             | baby           
oSN4.TextGrid             | PHONES          | 0.6700             | 0.7200             | B              
oSN4.TextGrid             | PHONES          | 0.7200             | 0.9000             | EY1            
oSN4.TextGrid             | PHONES          | 0.9000             | 0.9800             | B              
oSN4.TextGrid             | PHONES          | 0.9800             | 1.1800             | IY0            


oSod.TextGrid             | WORDS           | 0.3100             | 0.5100             | if             
oSod.TextGrid             | WORDS           | 0.5100             | 0.5900             | you            
oSod.TextGrid             | WORDS           | 0.5900             | 0.8600             | do             
oSod.TextGrid             | WORDS           | 1.2100             | 1.3600             | go             
oSod.TextGrid             | WORDS           | 1.3600             | 1.5200             | to             
oSod.TextGrid             | WORDS           | 1.5200             | 1.8300             | it             
oSod.TextGrid             | PHONES          | 0.3100             | 0.4000             | IH0            
oSod.TextGrid             | PHONES          | 0.4000             | 0.5100             | F              
oSod.TextGrid             | PHONES          | 0.5100             | 0.5400             | Y              
oSod.TextGrid             | PHONES          | 0.5400             | 0.5900             | UW1            
oSod.TextGrid             | PHONES          | 0.5900             | 0.6500             | D              
oSod.TextGrid             | PHONES          | 0.6500             | 0.8600             | UW1            
oSod.TextGrid             | PHONES          | 1.2100             | 1.2900             | G              
oSod.TextGrid             | PHONES          | 1.2900             | 1.3600             | OW1            
oSod.TextGrid             | PHONES          | 1.3600             | 1.4500             | T              
oSod.TextGrid             | PHONES          | 1.4500             | 1.5200             | AH0            
oSod.TextGrid             | PHONES          | 1.5200             | 1.6000             | IH0            
oSod.TextGrid             | PHONES          | 1.6000             | 1.8300             | T              


oWei.TextGrid             | WORDS           | 0.4500             | 1.3200             | catching       
oWei.TextGrid             | PHONES          | 0.4500             | 0.5300             | K              
oWei.TextGrid             | PHONES          | 0.5300             | 0.6600             | AE1            
oWei.TextGrid             | PHONES          | 0.6600             | 0.8100             | CH             
oWei.TextGrid             | PHONES          | 0.8100             | 0.8700             | IH0            
oWei.TextGrid             | PHONES          | 0.8700             | 1.3200             | NG             


oYpn.TextGrid             | WORDS           | 0.6800             | 1.3300             | foal           
oYpn.TextGrid             | PHONES          | 0.6800             | 0.8500             | F              
oYpn.TextGrid             | PHONES          | 0.8500             | 1.2000             | OW1            
oYpn.TextGrid             | PHONES          | 1.2000             | 1.3300             | L              


obQX.TextGrid             | WORDS           | 1.2900             | 1.8800             | save           
obQX.TextGrid             | PHONES          | 1.2900             | 1.4700             | S              
obQX.TextGrid             | PHONES          | 1.4700             | 1.6900             | EY1            
obQX.TextGrid             | PHONES          | 1.6900             | 1.8800             | V              


od0c.TextGrid             | WORDS           | 0.4100             | 0.6700             | give           
od0c.TextGrid             | WORDS           | 0.6700             | 0.8400             | it             
od0c.TextGrid             | WORDS           | 0.8400             | 0.9600             | to             
od0c.TextGrid             | WORDS           | 0.9600             | 1.4700             | john           
od0c.TextGrid             | PHONES          | 0.4100             | 0.4800             | G              
od0c.TextGrid             | PHONES          | 0.4800             | 0.5500             | IH1            
od0c.TextGrid             | PHONES          | 0.5500             | 0.6700             | V              
od0c.TextGrid             | PHONES          | 0.6700             | 0.7500             | IH1            
od0c.TextGrid             | PHONES          | 0.7500             | 0.8400             | T              
od0c.TextGrid             | PHONES          | 0.8400             | 0.8800             | T              
od0c.TextGrid             | PHONES          | 0.8800             | 0.9600             | AH0            
od0c.TextGrid             | PHONES          | 0.9600             | 1.0700             | JH             
od0c.TextGrid             | PHONES          | 1.0700             | 1.2300             | AA1            
od0c.TextGrid             | PHONES          | 1.2300             | 1.4700             | N              


oenN.TextGrid             | WORDS           | 0.3200             | 0.8100             | challenge      
oenN.TextGrid             | WORDS           | 0.8100             | 1.2300             | each           
oenN.TextGrid             | WORDS           | 1.2300             | 1.7200             | generals       
oenN.TextGrid             | WORDS           | 1.7200             | 2.4900             | intelligence   
oenN.TextGrid             | PHONES          | 0.3200             | 0.4400             | CH             
oenN.TextGrid             | PHONES          | 0.4400             | 0.5700             | AE1            
oenN.TextGrid             | PHONES          | 0.5700             | 0.6300             | L              
oenN.TextGrid             | PHONES          | 0.6300             | 0.6800             | AH0            
oenN.TextGrid             | PHONES          | 0.6800             | 0.7400             | N              
oenN.TextGrid             | PHONES          | 0.7400             | 0.8100             | JH             
oenN.TextGrid             | PHONES          | 0.8100             | 1.0300             | IY1            
oenN.TextGrid             | PHONES          | 1.0300             | 1.2300             | CH             
oenN.TextGrid             | PHONES          | 1.2300             | 1.3300             | JH             
oenN.TextGrid             | PHONES          | 1.3300             | 1.3800             | EH1            
oenN.TextGrid             | PHONES          | 1.3800             | 1.4600             | N              
oenN.TextGrid             | PHONES          | 1.4600             | 1.5300             | R              
oenN.TextGrid             | PHONES          | 1.5300             | 1.5800             | AH0            
oenN.TextGrid             | PHONES          | 1.5800             | 1.6200             | L              
oenN.TextGrid             | PHONES          | 1.6200             | 1.7200             | Z              
oenN.TextGrid             | PHONES          | 1.7200             | 1.8200             | IH0            
oenN.TextGrid             | PHONES          | 1.8200             | 1.8800             | N              
oenN.TextGrid             | PHONES          | 1.8800             | 1.9200             | T              
oenN.TextGrid             | PHONES          | 1.9200             | 1.9500             | EH1            
oenN.TextGrid             | PHONES          | 1.9500             | 2.0000             | L              
oenN.TextGrid             | PHONES          | 2.0000             | 2.0400             | AH0            
oenN.TextGrid             | PHONES          | 2.0400             | 2.1100             | JH             
oenN.TextGrid             | PHONES          | 2.1100             | 2.1600             | AH0            
