=========================================================================================================================
                                   PER-WORD COMPREHENSIVE DIFFERENCE REPORT
  Mean Start Difference: 0.046088s | Mean End Difference: 0.065203s | Threshold: 0.130405s
=========================================================================================================================
FILE NAME          | WORD         | HUMAN START  | HUMAN END   | MACH START  | MACH END   | START DIFF  | END DIFF   | STATUS  
qLkH               | TO           | 1.8351     s | 1.8887    s | 1.7800    s | 1.9300   s | 0.05508   s | 0.04125  s | SAFE    
qLkH               | ME           | 1.9009     s | 2.1779    s | 1.9300    s | 2.1300   s | 0.02913   s | 0.04786  s | SAFE    
qWTM               | SPLENDID     | 0.4540     s | 1.0103    s | 0.3400    s | 1.1500   s | 0.11403   s | 0.13970  s | FLAGGED 
qbKG               | THIS         | 0.3247     s | 0.5938    s | 0.3400    s | 0.6000   s | 0.01526   s | 0.00615  s | SAFE    
qbKG               | IS           | 0.5938     s | 0.7412    s | 0.6000    s | 0.7500   s | 0.00615   s | 0.00882  s | SAFE    
qbKG               | MINE         | 0.7412     s | 1.3290    s | 0.7500    s | 1.1800   s | 0.00882   s | 0.14902  s | FLAGGED 
qcNB               | HOW          | 0.5265     s | 0.6823    s | 0.4700    s | 0.6600   s | 0.05647   s | 0.02228  s | SAFE    
qcNB               | DO           | 0.6806     s | 0.8381    s | 0.6600    s | 0.8600   s | 0.02064   s | 0.02191  s | SAFE    
qcNB               | OYSTERS      | 0.8381     s | 1.2908    s | 0.8600    s | 1.3900   s | 0.02191   s | 0.09925  s | SAFE    
qcNB               | MAKE         | 1.3104     s | 1.5466    s | 1.3900    s | 1.6400   s | 0.07957   s | 0.09339  s | SAFE    
qcNB               | PEARLS       | 1.5794     s | 2.0272    s | 1.6400    s | 2.0800   s | 0.06059   s | 0.05285  s | SAFE    
qhlJ               | TON          | 0.3134     s | 0.6342    s | 0.2800    s | 0.6800   s | 0.03344   s | 0.04583  s | SAFE    
qoRf               | GIRL         | 0.3879     s | 0.8860    s | 0.4600    s | 0.9600   s | 0.07212   s | 0.07399  s | SAFE    
qrCQ               | JOHN         | 0.2788     s | 0.6011    s | 0.3100    s | 0.5900   s | 0.03123   s | 0.01113  s | SAFE    
qrCQ               | HAS          | 0.6011     s | 0.8601    s | 0.5900    s | 0.8200   s | 0.01113   s | 0.04008  s | SAFE    
qrCQ               | BEEN         | 0.8601     s | 1.0913    s | 0.8200    s | 1.0600   s | 0.04008   s | 0.03129  s | SAFE    
qrCQ               | SICK         | 1.1322     s | 1.4057    s | 1.0600    s | 1.4800   s | 0.07224   s | 0.07428  s | SAFE    
qsaS               | COAL         | 0.3574     s | 0.7093    s | 0.3400    s | 0.7900   s | 0.01740   s | 0.08066  s | SAFE    
qurd               | YOUR         | 0.7171     s | 0.8645    s | 0.7400    s | 0.8600   s | 0.02287   s | 0.00447  s | SAFE    
qurd               | LUCK         | 0.8645     s | 1.0734    s | 0.8600    s | 1.0900   s | 0.00447   s | 0.01656  s | SAFE    
qurd               | HONEY        | 1.0734     s | 1.5786    s | 1.0900    s | 1.4900   s | 0.01656   s | 0.08859  s | SAFE    
qxbL               | HELL         | 0.4322     s | 0.8012    s | 0.5000    s | 0.9100   s | 0.06784   s | 0.10881  s | SAFE    
qyLB               | GOOD         | 0.2919     s | 0.5795    s | 0.3700    s | 0.5500   s | 0.07806   s | 0.02950  s | SAFE    
qyLB               | BYE          | 0.5795     s | 0.9600    s | 0.5500    s | 0.9400   s | 0.02950   s | 0.02000  s | SAFE    
rBPw               | AGREE        | 0.3600     s | 0.8619    s | 0.3500    s | 0.8800   s | 0.01000   s | 0.01813  s | SAFE    
rBre               | THE          | 0.1866     s | 0.3394    s | 0.2000    s | 0.2800   s | 0.01344   s | 0.05936  s | SAFE    
rBre               | FIRST        | 0.3394     s | 0.7214    s | 0.2800    s | 0.7300   s | 0.05936   s | 0.00863  s | SAFE    
rBre               | PIRATE       | 0.7214     s | 1.1851    s | 0.7300    s | 1.1400   s | 0.00863   s | 0.04510  s | SAFE    
rBre               | HAD          | 1.3308     s | 1.5156    s | 1.1400    s | 1.5100   s | 0.19080   s | 0.00558  s | FLAGGED 
rBre               | A            | 1.5156     s | 1.6293    s | 1.5100    s | 1.5600   s | 0.00558   s | 0.06929  s | SAFE    
rBre               | PARROT       | 1.6293     s | 1.9704    s | 1.5600    s | 2.0600   s | 0.06929   s | 0.08957  s | SAFE    
rMPu               | THE          | 0.2451     s | 0.4255    s | 0.2600    s | 0.3500   s | 0.01494   s | 0.07547  s | SAFE    
rMPu               | BOY          | 0.4255     s | 0.6134    s | 0.3500    s | 0.6200   s | 0.07547   s | 0.00661  s | SAFE    
rMPu               | WILL         | 0.6134     s | 0.7758    s | 0.6200    s | 0.7700   s | 0.00661   s | 0.00576  s | SAFE    
rMPu               | CHOOSE       | 0.7758     s | 1.0344    s | 0.7700    s | 1.0400   s | 0.00576   s | 0.00565  s | SAFE    
rMPu               | THE          | 1.0344     s | 1.1621    s | 1.0400    s | 1.1200   s | 0.00565   s | 0.04214  s | SAFE    
rMPu               | GIRL         | 1.1621     s | 1.4297    s | 1.1200    s | 1.4500   s | 0.04214   s | 0.02025  s | SAFE    
rTAA               | THIS         | 0.4111     s | 0.7774    s | 0.4200    s | 0.8200   s | 0.00889   s | 0.04261  s | SAFE    
rTAA               | YEAR         | 0.7774     s | 1.1316    s | 0.8200    s | 1.1700   s | 0.04261   s | 0.03835  s | SAFE    
rVCs               | FINLAND      | 0.5162     s | 1.0374    s | 0.4000    s | 1.2100   s | 0.11617   s | 0.17264  s | FLAGGED 
rWhU               | PRAY         | 0.3928     s | 0.7749    s | 0.3400    s | 0.8100   s | 0.05280   s | 0.03506  s | SAFE    
rYrW               | THEY         | 0.1487     s | 0.4272    s | 0.1800    s | 0.3900   s | 0.03130   s | 0.03715  s | SAFE    
rYrW               | MIGHT        | 0.4272     s | 0.8485    s | 0.3900    s | 0.8100   s | 0.03715   s | 0.03847  s | SAFE    
rYrW               | BUY          | 0.8485     s | 1.1561    s | 0.8100    s | 0.9500   s | 0.03847   s | 0.20608  s | FLAGGED 
rYrW               | A            | 1.1677     s | 1.2231    s | 0.9500    s | 1.0900   s | 0.21775   s | 0.13314  s | FLAGGED 
rYrW               | PIE          | 1.2231     s | 1.4039    s | 1.0900    s | 1.3200   s | 0.13314   s | 0.08392  s | FLAGGED 
rYrW               | FOR          | 1.4331     s | 1.5337    s | 1.3200    s | 1.5100   s | 0.11308   s | 0.02367  s | SAFE    
rYrW               | DINNER       | 1.5337     s | 1.7946    s | 1.5100    s | 1.8500   s | 0.02367   s | 0.05538  s | SAFE    
rYzY               | CHIP         | 0.6305     s | 0.8496    s | 0.6100    s | 1.0500   s | 0.02048   s | 0.20043  s | FLAGGED 
rapb               | AIRS         | 0.2481     s | 0.7599    s | 0.2700    s | 0.8400   s | 0.02194   s | 0.08009  s | SAFE    
rawK               | VILE         | 0.7344     s | 1.3644    s | 0.7500    s | 1.2500   s | 0.01558   s | 0.11442  s | SAFE    
rbjY               | NOW          | 0.3712     s | 0.5957    s | 0.3500    s | 0.6100   s | 0.02121   s | 0.01428  s | SAFE    
rbjY               | GOING        | 0.8968     s | 1.1264    s | 0.8400    s | 1.1300   s | 0.05677   s | 0.00362  s | SAFE    
rbjY               | OUT          | 1.1264     s | 1.3713    s | 1.1300    s | 1.4300   s | 0.00362   s | 0.05870  s | SAFE    
rcNi               | IT           | 0.2073     s | 0.4240    s | 0.2700    s | 0.3500   s | 0.06267   s | 0.07401  s | SAFE    
rcNi               | WAS          | 0.4240     s | 0.5585    s | 0.3500    s | 0.5500   s | 0.07401   s | 0.00850  s | SAFE    
rcNi               | A            | 0.5585     s | 0.6706    s | 0.5500    s | 0.6000   s | 0.00850   s | 0.07057  s | SAFE    
rcNi               | PLEASURE     | 0.6706     s | 1.0852    s | 0.6000    s | 1.0400   s | 0.07057   s | 0.04524  s | SAFE    
rcNi               | TO           | 1.0852     s | 1.2421    s | 1.0400    s | 1.1700   s | 0.04524   s | 0.07214  s | SAFE    
rcNi               | GO           | 1.2421     s | 1.4327    s | 1.1700    s | 1.3800   s | 0.07214   s | 0.05267  s | SAFE    
rcNi               | TO           | 1.4327     s | 1.5354    s | 1.3800    s | 1.5700   s | 0.05267   s | 0.03460  s | SAFE    
rcNi               | ASIA         | 1.5354     s | 2.0136    s | 1.5700    s | 2.0700   s | 0.03460   s | 0.05642  s | SAFE    
rebc               | SEEMED       | 0.2672     s | 0.8248    s | 0.2900    s | 0.8700   s | 0.02280   s | 0.04517  s | SAFE    
rjjq               | AND          | 0.3616     s | 0.7061    s | 0.3500    s | 0.8500   s | 0.01164   s | 0.14394  s | FLAGGED 
rjjq               | WOULD        | 0.7307     s | 1.0111    s | 0.8500    s | 1.0000   s | 0.11934   s | 0.01112  s | SAFE    
rjjq               | YOU          | 1.0111     s | 1.1563    s | 1.0000    s | 1.1000   s | 0.01112   s | 0.05626  s | SAFE    
rjjq               | JUST         | 1.1563     s | 1.4195    s | 1.1000    s | 1.4900   s | 0.05626   s | 0.07050  s | SAFE    
rjjq               | PUT          | 1.4982     s | 1.6508    s | 1.4900    s | 1.6300   s | 0.00822   s | 0.02075  s | SAFE    
rjjq               | YOUR         | 1.6508     s | 1.8672    s | 1.6300    s | 1.7200   s | 0.02075   s | 0.14724  s | FLAGGED 
rjjq               | NAME         | 1.8672     s | 2.0690    s | 1.7200    s | 2.0700   s | 0.14724   s | 0.00102  s | FLAGGED 
rjjq               | AND          | 2.0690     s | 2.2436    s | 2.1000    s | 2.3300   s | 0.03103   s | 0.08636  s | SAFE    
rjjq               | ADDRESS      | 2.3174     s | 2.6127    s | 2.3300    s | 2.6300   s | 0.01255   s | 0.01734  s | SAFE    
rjjq               | ON           | 2.6127     s | 2.7406    s | 2.6300    s | 2.7000   s | 0.01734   s | 0.04059  s | SAFE    
rjjq               | THE          | 2.7406     s | 2.8341    s | 2.7000    s | 2.7800   s | 0.04059   s | 0.05408  s | SAFE    
rjjq               | BACK         | 2.8439     s | 3.1047    s | 2.7800    s | 3.1300   s | 0.06392   s | 0.02531  s | SAFE    
rkbP               | ADORE        | 0.2223     s | 0.6823    s | 0.2400    s | 0.5800   s | 0.01772   s | 0.10232  s | SAFE    
rpqa               | BREADTH      | 0.3203     s | 0.7063    s | 0.3300    s | 0.8100   s | 0.00973   s | 0.10367  s | SAFE    
rrou               | SLIP         | 0.2854     s | 0.6191    s | 0.1900    s | 0.7800   s | 0.09538   s | 0.16087  s | FLAGGED 
rsjX               | THE          | 0.2256     s | 0.4104    s | 0.2100    s | 0.3000   s | 0.01565   s | 0.11043  s | SAFE    
rsjX               | BROWN        | 0.4104     s | 0.6805    s | 0.3000    s | 0.7500   s | 0.11043   s | 0.06950  s | SAFE    
rsjX               | MOUSE        | 0.6805     s | 1.1194    s | 0.7500    s | 1.0900   s | 0.06950   s | 0.02936  s | SAFE    
rsjX               | FOUND        | 1.2295     s | 1.5014    s | 1.0900    s | 1.4100   s | 0.13952   s | 0.09137  s | FLAGGED 
rsjX               | ANOTHER      | 1.5014     s | 1.8461    s | 1.4100    s | 1.7200   s | 0.09137   s | 0.12606  s | SAFE    
rsjX               | HOUSE        | 1.8461     s | 2.1446    s | 1.7200    s | 2.2200   s | 0.12606   s | 0.07544  s | SAFE    
rtuw               | GIVE         | 0.3320     s | 0.5492    s | 0.3600    s | 0.5600   s | 0.02802   s | 0.01084  s | SAFE    
rtuw               | IT           | 0.5492     s | 0.6439    s | 0.5600    s | 0.7000   s | 0.01084   s | 0.05613  s | SAFE    
rtuw               | TO           | 0.7080     s | 0.7912    s | 0.7000    s | 0.7800   s | 0.00797   s | 0.01121  s | SAFE    
rtuw               | ME           | 0.7912     s | 0.9548    s | 0.7800    s | 1.0500   s | 0.01121   s | 0.09519  s | SAFE    
rvjZ               | FAN          | 0.8961     s | 1.5298    s | 0.9100    s | 1.5400   s | 0.01390   s | 0.01022  s | SAFE    
rwus               | HE           | 0.4786     s | 0.6970    s | 0.4600    s | 0.5900   s | 0.01863   s | 0.10704  s | SAFE    
rwus               | WAS          | 0.6970     s | 0.8984    s | 0.5900    s | 0.9300   s | 0.10704   s | 0.03160  s | SAFE    
rwus               | OLDER        | 0.9402     s | 1.2283    s | 0.9300    s | 1.1900   s | 0.01023   s | 0.03834  s | SAFE    
rwus               | THAN         | 1.2283     s | 1.4483    s | 1.1900    s | 1.3900   s | 0.03834   s | 0.05829  s | SAFE    
rwus               | ME           | 1.4483     s | 1.6078    s | 1.3900    s | 1.5000   s | 0.05829   s | 0.10784  s | SAFE    
rxEp               | WHITENESS    | 0.3167     s | 1.0795    s | 0.3100    s | 1.1900   s | 0.00672   s | 0.11055  s | SAFE    
ryFy               | WASHING      | 0.4029     s | 1.0454    s | 0.4300    s | 1.0000   s | 0.02708   s | 0.04538  s | SAFE    
s31Z               | BEAUTY       | 0.3538     s | 0.9782    s | 0.4200    s | 0.9800   s | 0.06620   s | 0.00178  s | SAFE    
sEPT               | SUIT         | 0.3116     s | 0.7175    s | 0.2300    s | 0.8100   s | 0.08162   s | 0.09246  s | SAFE    
sIeF               | HIS          | 0.3774     s | 0.6119    s | 0.3200    s | 0.6200   s | 0.05736   s | 0.00811  s | SAFE    
sIeF               | TOE          | 0.6480     s | 0.8855    s | 0.6200    s | 0.7700   s | 0.02797   s | 0.11551  s | SAFE    
sIeF               | WAS          | 0.8855     s | 1.1231    s | 0.7700    s | 1.1100   s | 0.11551   s | 0.01305  s | SAFE    
sIeF               | CAUGHT       | 1.1712     s | 1.3576    s | 1.1100    s | 1.3800   s | 0.06116   s | 0.02241  s | SAFE    
sIeF               | IN           | 1.3576     s | 1.4523    s | 1.3800    s | 1.4400   s | 0.02241   s | 0.01230  s | SAFE    
sIeF               | THE          | 1.4523     s | 1.5335    s | 1.4400    s | 1.5400   s | 0.01230   s | 0.00652  s | SAFE    
sIeF               | HOSE         | 1.5335     s | 1.7755    s | 1.5400    s | 1.9300   s | 0.00652   s | 0.15446  s | FLAGGED 
sOaL               | HANDSOME     | 0.3749     s | 0.9221    s | 0.3100    s | 0.9800   s | 0.06485   s | 0.05790  s | SAFE    
sWQB               | I            | 0.2401     s | 0.4399    s | 0.2600    s | 0.4000   s | 0.01991   s | 0.03991  s | SAFE    
sWQB               | ADMIT        | 0.4399     s | 0.8953    s | 0.4000    s | 0.8500   s | 0.03991   s | 0.04531  s | SAFE    
sWQB               | THAT         | 0.8953     s | 1.1184    s | 0.8500    s | 1.1100   s | 0.04531   s | 0.00836  s | SAFE    
sWQB               | I            | 1.1184     s | 1.2980    s | 1.1100    s | 1.2700   s | 0.00836   s | 0.02804  s | SAFE    
sWQB               | DID          | 1.2980     s | 1.4220    s | 1.2700    s | 1.6100   s | 0.02804   s | 0.18804  s | FLAGGED 
sWQB               | IT           | 1.4220     s | 1.6264    s | 1.6100    s | 1.7100   s | 0.18804   s | 0.08358  s | FLAGGED 
sYBo               | YOURS        | 0.6585     s | 1.0544    s | 0.6300    s | 1.2100   s | 0.02850   s | 0.15560  s | FLAGGED 
sgVy               | FUZZY        | 0.5147     s | 1.1584    s | 0.5400    s | 1.2100   s | 0.02533   s | 0.05164  s | SAFE    
siID               | CONVERT      | 0.6241     s | 1.1708    s | 0.6100    s | 1.1700   s | 0.01415   s | 0.00084  s | SAFE    
sjBj               | I            | 0.4608     s | 0.5994    s | 0.4200    s | 0.6100   s | 0.04077   s | 0.01064  s | SAFE    
sjBj               | AM           | 0.5994     s | 0.7664    s | 0.6100    s | 0.7800   s | 0.01064   s | 0.01362  s | SAFE    
sjBj               | TIRED        | 0.8019     s | 1.2082    s | 0.7800    s | 1.2600   s | 0.02191   s | 0.05180  s | SAFE    
skKT               | HERE         | 0.2966     s | 0.6091    s | 0.2300    s | 0.7400   s | 0.06658   s | 0.13089  s | FLAGGED 
snUo               | WISH         | 0.4681     s | 0.9572    s | 0.4500    s | 1.0600   s | 0.01806   s | 0.10283  s | SAFE    
soXN               | SAFER        | 0.6126     s | 1.2466    s | 0.6600    s | 1.3400   s | 0.04736   s | 0.09342  s | SAFE    
tEHd               | FRED         | 0.5579     s | 0.8297    s | 0.4300    s | 0.8300   s | 0.12790   s | 0.00025  s | SAFE    
tEHd               | FELL         | 0.8688     s | 1.0590    s | 0.8300    s | 1.0800   s | 0.03884   s | 0.02105  s | SAFE    
tEHd               | OFF          | 1.0590     s | 1.3237    s | 1.0800    s | 1.2700   s | 0.02105   s | 0.05369  s | SAFE    
tEHd               | THE          | 1.3237     s | 1.4427    s | 1.2700    s | 1.3900   s | 0.05369   s | 0.05273  s | SAFE    
tEHd               | FIRST        | 1.4427     s | 1.7448    s | 1.3900    s | 1.8400   s | 0.05273   s | 0.09522  s | SAFE    
tEHd               | ROOF         | 1.7750     s | 1.9864    s | 1.8400    s | 2.1800   s | 0.06501   s | 0.19358  s | FLAGGED 
tEhc               | LABOUR       | 0.5744     s | 1.1262    s | 0.5500    s | 1.1400   s | 0.02439   s | 0.01379  s | SAFE    
tGfP               | FEW          | 0.5500     s | 0.8354    s | 0.5100    s | 0.9200   s | 0.03998   s | 0.08465  s | SAFE    
tGwQ               | QUIET        | 0.3452     s | 0.7782    s | 0.3000    s | 0.8000   s | 0.04524   s | 0.02178  s | SAFE    
tHBY               | WAIT         | 0.3638     s | 0.6750    s | 0.3900    s | 0.6500   s | 0.02617   s | 0.02503  s | SAFE    
tHBY               | A            | 0.6750     s | 0.7427    s | 0.6500    s | 0.7200   s | 0.02503   s | 0.02269  s | SAFE    
tHBY               | MINUTE       | 0.7427     s | 1.0479    s | 0.7200    s | 1.0400   s | 0.02269   s | 0.00788  s | SAFE    
tHBY               | PLEASE       | 1.0479     s | 1.4147    s | 1.1200    s | 1.5700   s | 0.07212   s | 0.15529  s | FLAGGED 
tTwx               | PURSE        | 0.3677     s | 0.6786    s | 0.3400    s | 0.8000   s | 0.02765   s | 0.12141  s | SAFE    
tUwE               | THANK        | 0.2938     s | 0.5366    s | 0.2400    s | 0.5400   s | 0.05376   s | 0.00342  s | SAFE    
tUwE               | YOU          | 0.5378     s | 0.6337    s | 0.5400    s | 0.6200   s | 0.00223   s | 0.01371  s | SAFE    
tUwE               | VERY         | 0.6337     s | 0.8173    s | 0.6200    s | 0.8200   s | 0.01371   s | 0.00269  s | SAFE    
tUwE               | MUCH         | 0.8173     s | 1.1798    s | 0.8200    s | 1.2600   s | 0.00269   s | 0.08023  s | SAFE    
tano               | THE          | 0.5150     s | 0.6774    s | 0.4800    s | 0.5800   s | 0.03499   s | 0.09736  s | SAFE    
tano               | SOCKS        | 0.6774     s | 1.0480    s | 0.5800    s | 1.0200   s | 0.09736   s | 0.02802  s | SAFE    
tano               | HAVE         | 1.1415     s | 1.3022    s | 1.0200    s | 1.3500   s | 0.12150   s | 0.04777  s | SAFE    
tano               | SAND         | 1.3022     s | 1.6352    s | 1.3500    s | 1.6600   s | 0.04777   s | 0.02483  s | SAFE    
tano               | IN           | 1.6352     s | 1.7041    s | 1.6600    s | 1.7800   s | 0.02483   s | 0.07594  s | SAFE    
tano               | THEM         | 1.7041     s | 1.9878    s | 1.7800    s | 1.9800   s | 0.07594   s | 0.00779  s | SAFE    
tdbC               | THESE        | 0.8442     s | 1.5573    s | 0.8400    s | 1.6800   s | 0.00423   s | 0.12268  s | SAFE    
tgRS               | PRESSURE     | 0.2615     s | 0.8138    s | 0.2600    s | 0.9100   s | 0.00146   s | 0.09619  s | SAFE    
thOg               | LEAD         | 0.3298     s | 0.8082    s | 0.3000    s | 0.8700   s | 0.02984   s | 0.06180  s | SAFE    
tkYa               | PERHAPS      | 0.3586     s | 0.8988    s | 0.3200    s | 0.9200   s | 0.03863   s | 0.02123  s | SAFE    
tlin               | MAY          | 0.6868     s | 0.8836    s | 0.7200    s | 0.9200   s | 0.03321   s | 0.03640  s | SAFE    
tlin               | I            | 0.8836     s | 1.0907    s | 0.9200    s | 1.0300   s | 0.03640   s | 0.06066  s | SAFE    
tlin               | GET          | 1.0907     s | 1.3182    s | 1.0300    s | 1.2500   s | 0.06066   s | 0.06822  s | SAFE    
tlin               | SOME         | 1.3182     s | 1.4822    s | 1.2500    s | 1.4100   s | 0.06822   s | 0.07223  s | SAFE    
tlin               | MORE         | 1.4822     s | 1.7077    s | 1.4100    s | 1.6600   s | 0.07223   s | 0.04775  s | SAFE    
tlin               | COOKIES      | 1.7077     s | 2.0952    s | 1.6600    s | 2.0300   s | 0.04775   s | 0.06522  s | SAFE    
tlin               | NORA         | 2.0952     s | 2.3925    s | 2.0300    s | 2.3700   s | 0.06522   s | 0.02248  s | SAFE    
tmvF               | WRITHE       | 0.3267     s | 1.0808    s | 0.3400    s | 1.2200   s | 0.01331   s | 0.13924  s | FLAGGED 
tqNe               | JOHNNY       | 0.3134     s | 0.8047    s | 0.3400    s | 0.8000   s | 0.02656   s | 0.00474  s | SAFE    
tqNe               | WAS          | 0.8047     s | 1.0511    s | 0.8000    s | 1.0800   s | 0.00474   s | 0.02888  s | SAFE    
tqNe               | LEFT         | 1.0511     s | 1.4739    s | 1.0800    s | 1.5200   s | 0.02888   s | 0.04611  s | SAFE    
triz               | AND          | 0.2889     s | 0.4401    s | 0.2900    s | 0.4500   s | 0.00107   s | 0.00991  s | SAFE    
triz               | YOU          | 0.4401     s | 0.6754    s | 0.4500    s | 0.6400   s | 0.00991   s | 0.03544  s | SAFE    
triz               | THINK        | 0.6754     s | 0.9586    s | 0.6400    s | 0.9200   s | 0.03544   s | 0.03863  s | SAFE    
triz               | YOU          | 0.9586     s | 1.0696    s | 0.9200    s | 1.0400   s | 0.03863   s | 0.02961  s | SAFE    
triz               | HAVE         | 1.0696     s | 1.2380    s | 1.0400    s | 1.2300   s | 0.02961   s | 0.00799  s | SAFE    
triz               | LANGUAGE     | 1.2380     s | 1.6513    s | 1.2300    s | 1.7100   s | 0.00799   s | 0.05870  s | SAFE    
triz               | PROBLEMS     | 1.6513     s | 2.3095    s | 1.7100    s | 2.3200   s | 0.05870   s | 0.01048  s | SAFE    
trkO               | SMOKE        | 0.3141     s | 0.7569    s | 0.2500    s | 0.8600   s | 0.06408   s | 0.10310  s | SAFE    
ttxl               | JEW          | 0.3532     s | 0.9130    s | 0.4000    s | 0.8700   s | 0.04684   s | 0.04297  s | SAFE    
tuhv               | TOOTH        | 0.4653     s | 0.9901    s | 0.5200    s | 1.0800   s | 0.05470   s | 0.08987  s | SAFE    
txoG               | NINE         | 0.2486     s | 0.6129    s | 0.2500    s | 0.6000   s | 0.00143   s | 0.01289  s | SAFE    
txoG               | SHOES        | 0.6129     s | 1.0464    s | 0.6000    s | 1.0900   s | 0.01289   s | 0.04362  s | SAFE    
txpB               | LOOSE        | 0.4380     s | 1.0654    s | 0.4400    s | 1.2000   s | 0.00200   s | 0.13458  s | FLAGGED 
tyak               | TRIAL        | 0.2908     s | 0.7163    s | 0.2700    s | 0.8100   s | 0.02084   s | 0.09374  s | SAFE    
tzQr               | SOME         | 0.2488     s | 0.5231    s | 0.2000    s | 0.4800   s | 0.04879   s | 0.04305  s | SAFE    
tzQr               | PEOPLE       | 0.5231     s | 0.8933    s | 0.4800    s | 0.8600   s | 0.04305   s | 0.03330  s | SAFE    
tzQr               | EAT          | 0.9403     s | 1.2498    s | 1.0000    s | 1.2600   s | 0.05968   s | 0.01016  s | SAFE    
tzQr               | SAUSAGES     | 1.2498     s | 1.9414    s | 1.2600    s | 1.9800   s | 0.01016   s | 0.03863  s | SAFE    
tzQr               | WITH         | 1.9903     s | 2.1275    s | 1.9800    s | 2.1300   s | 0.01034   s | 0.00253  s | SAFE    
tzQr               | SAUCE        | 2.1451     s | 2.5800    s | 2.1300    s | 2.5800   s | 0.01510   s | 0.00000  s | SAFE    
tzYH               | SELL         | 0.3663     s | 0.7469    s | 0.2500    s | 0.7100   s | 0.11629   s | 0.03692  s | SAFE    
u35z               | VAPOR        | 0.2994     s | 0.6878    s | 0.3000    s | 0.6800   s | 0.00059   s | 0.00779  s | SAFE    
u35z               | PRESSURE     | 0.6878     s | 1.0832    s | 0.6800    s | 1.0100   s | 0.00779   s | 0.07323  s | SAFE    
u35z               | METHOD       | 1.0832     s | 1.4377    s | 1.0100    s | 1.5300   s | 0.07323   s | 0.09228  s | SAFE    
u52h               | HISTORY      | 0.4400     s | 0.8900    s | 0.4200    s | 0.9800   s | 0.02000   s | 0.08998  s | SAFE    
uCPw               | DOG          | 0.5270     s | 0.9764    s | 0.5600    s | 1.0700   s | 0.03304   s | 0.09360  s | SAFE    
uOUj               | RUSE         | 0.1975     s | 0.9282    s | 0.1800    s | 0.9600   s | 0.01749   s | 0.03180  s | SAFE    
uPbn               | NEITHER      | 0.3798     s | 1.0176    s | 0.3800    s | 1.0900   s | 0.00023   s | 0.07238  s | SAFE    
uQUW               | STARED       | 0.3277     s | 0.8147    s | 0.3100    s | 0.9900   s | 0.01770   s | 0.17526  s | FLAGGED 
uVri               | LENGTH       | 0.3229     s | 0.7287    s | 0.3200    s | 0.8100   s | 0.00288   s | 0.08129  s | SAFE    
uXCG               | ARE          | 0.1878     s | 0.3348    s | 0.1800    s | 0.3800   s | 0.00783   s | 0.04518  s | SAFE    
uXCG               | YOU          | 0.3348     s | 0.4920    s | 0.3800    s | 0.4900   s | 0.04518   s | 0.00202  s | SAFE    
uXCG               | CERTAIN      | 0.4920     s | 0.8636    s | 0.4900    s | 0.9000   s | 0.00202   s | 0.03641  s | SAFE    
uXCG               | THE          | 0.8636     s | 1.0351    s | 0.9000    s | 0.9900   s | 0.03641   s | 0.04509  s | SAFE    
uXCG               | PEARL        | 1.0657     s | 1.3628    s | 0.9900    s | 1.2900   s | 0.07571   s | 0.07276  s | SAFE    
uXCG               | IS           | 1.3628     s | 1.5016    s | 1.2900    s | 1.4200   s | 0.07276   s | 0.08159  s | SAFE    
uXCG               | PERFECT      | 1.5016     s | 1.9313    s | 1.4200    s | 1.9800   s | 0.08159   s | 0.04866  s | SAFE    
ukBr               | SEND         | 0.5307     s | 0.7600    s | 0.3700    s | 0.7400   s | 0.16071   s | 0.02000  s | FLAGGED 
ukBr               | IT           | 0.7600     s | 0.8894    s | 0.7400    s | 0.9000   s | 0.02000   s | 0.01056  s | SAFE    
ukBr               | AS           | 0.8894     s | 1.0059    s | 0.9000    s | 1.0700   s | 0.01056   s | 0.06406  s | SAFE    
ukBr               | SOON         | 1.0059     s | 1.3203    s | 1.0700    s | 1.2800   s | 0.06406   s | 0.04029  s | SAFE    
ukBr               | AS           | 1.3203     s | 1.5366    s | 1.2800    s | 1.4400   s | 0.04029   s | 0.09664  s | SAFE    
ukBr               | YOU          | 1.5366     s | 1.6809    s | 1.4400    s | 1.5300   s | 0.09664   s | 0.15088  s | FLAGGED 
ukBr               | CAN          | 1.6809     s | 1.8621    s | 1.5300    s | 1.7900   s | 0.15088   s | 0.07209  s | FLAGGED 
v05S               | THE          | 0.2959     s | 0.4111    s | 0.2800    s | 0.3800   s | 0.01592   s | 0.03112  s | SAFE    
v05S               | WORKMAN      | 0.4111     s | 0.8855    s | 0.3800    s | 0.8700   s | 0.03112   s | 0.01549  s | SAFE    
v05S               | REPAIRED     | 0.8855     s | 1.2176    s | 0.8700    s | 1.2000   s | 0.01549   s | 0.01755  s | SAFE    
v05S               | THE          | 1.2176     s | 1.2876    s | 1.2000    s | 1.2800   s | 0.01755   s | 0.00758  s | SAFE    
v05S               | FLOOR        | 1.4254     s | 1.6603    s | 1.2800    s | 1.6900   s | 0.14537   s | 0.02970  s | FLAGGED 
v05S               | NEAR         | 1.7439     s | 1.9223    s | 1.7300    s | 1.8700   s | 0.01388   s | 0.05233  s | SAFE    
v05S               | THE          | 1.9223     s | 2.0330    s | 1.8700    s | 1.9600   s | 0.05233   s | 0.07302  s | SAFE    
